Id,Movie
1287,Indochine
1288,Teaching Mrs. Tingle
1289,Fear
1290,Blade
1291,I'll Cry Tomorrow
1292,East of Eden
1293,The Devil's Own
1294,Something Wild
1295,Amadeus
1296,Snow White and the Seven Dwarfs
1297,Sweet Home Alabama
1298,Blow
1299,Second Skin
1300,Freeway
1301,Hair
1302,Grand Illusion
1303,Sunset Boulevard
1304,Black Sheep
1305,Yojimbo
1306,Wayne's World 2
1307,Homeboy
1308,New Rose Hotel
1309,The Dead Zone
1310,Hell's Hinges
1311,Ben Hur
1312,The Pledge
1313,Toys
1314,Tora! Tora! Tora!
1315,Network
1316,Road House
1317,War of the Worlds
1318,Legend
1319,This Island Earth
1320,My Foolish Heart
1321,To Catch a Thief
1322,The Exorcist
1323,What Dreams May Come
1324,Hopscotch
1325,Hedda
1326,Homerun
1327,C.H.U.D.
1328,Das Testament des Dr. Mabuse
1329,Speed 2: Cruise Control
1330,Judgment Night
1331,Old School
1332,Ulee's Gold
1333,John Carpenter's Escape from L.A.
1334,Dog Park
1335,Alex & Emma
1336,Street Fighter
1337,The Delinquents
1338,The Nanny
1339,Dangerous
1340,Jezebel
1341,"Personal History, Adventures, Experience, and Observation of David Copperfield the Younger"
1342,The Thin Man
1343,Veronica Guerin
1344,Wings
1345,Immortal Beloved
1346,Merlin
1347,Cousins
1348,The Grave
1349,Jason and the Argonauts
1350,The Fall of the Roman Empire
1351,El Cid
1352,Looney Tunes: Back in Action
1353,Angus
1354,Hardcore
1355,PT 109
1356,Bright Eyes
1357,Doug's 1st Movie
1358,Performance
1359,Charlie and the Chocolate Factory
1360,Fantasia
1361,Boogeyman
1362,Batman & Mr. Freeze: SubZero
1363,Glitter
1364,Hostage
1365,Hooper
1366,"The Russians Are Coming, the Russians Are Coming"
1367,"I, the Jury"
1368,The Thing
1369,Invasion U.S.A.
1370,Fight Club
1371,Round Midnight
1372,Dreams
1373,Sullivan's Travels
1374,So Proudly We Hail!
1375,The Vanishing
1376,Promised Land
1377,1969
1378,True Colors
1379,Stargate
1380,"sex, lies and videotape"
1381,Secretary
1382,Little Dorrit
1383,Underworld: Evolution
1384,The Way of All Flesh
1385,The Last Command
1386,Faust
1387,Dr. Phibes Rises Again
1388,PCU
1389,The Guru
1390,Mostly Martha
1391,Don't Move
1392,Saw
1393,Platoon
1394,Phenomenon
1395,Bloodsport
1396,Alone in the Dark
1397,Churchill: The Hollywood Years
1398,Pump Up the Volume
1399,Broken Arrow
1400,Austin Powers: International Man of Mystery
1401,The War of the Roses
1402,Sybil
1403,"Dude, Where's My Car?"
1404,Double Vision
1405,Head
1406,Ghost World
1407,Roustabout
1408,Dick
1409,The Black Stallion
1410,Dance with a Stranger
1411,The Haunted Mansion
1412,Will Success Spoil Rock Hunter?
1413,Testament
1414,Josie and the Pussycats
1415,"Hitler, Beast of Berlin"
1416,The Gospel of John
1417,Restoration
1418,Battle Cry
1419,"They Shoot Horses, Don't They?"
1420,Romero
1421,Midnight Express
1422,Category 6: Day of Destruction
1423,Rambo: First Blood Part II
1424,Bananas
1425,Bocaccio '70
1426,At the End of the Day: The Sue Rodriguez Story
1427,The Big Bounce
1428,Castaway
1429,Tommy
1430,The Beast
1431,No Way Out
1432,Holiday Inn
1433,Ryan's Daughter
1434,Von Ryan's Express
1435,The Edge
1436,The War at Home
1437,Badlands
1438,Them!
1439,Children of Dune
1440,White Noise
1441,The One
1442,Ransom
1443,The Golden Compass
1444,The Mummy
1445,Ryan
1446,Babylon 5: The Gathering
1447,It's a Wonderful Life
1448,Madame Curie
1449,Giant
1450,"Summer Wishes, Winter Dreams"
1451,Mr. & Mrs. Bridge
1452,The Raven
1453,Shock
1454,Andrei Rublev
1455,Stalker
1456,Solaris
1457,Heroism
1458,Dogfight
1459,Kolberg
1460,Brigham City
1461,Flipper
1462,Battleground
1463,Buffalo '66
1464,Cheaters
1465,"Welcome Home, Roxy Carmichael"
1466,Bonnie and Clyde
1467,Ishtar
1468,McCabe & Mrs. Miller
1469,Shampoo
1470,"Honey, I Blew Up the Kid"
1471,Hot Shots!
1472,Everything You Always Wanted to Know About Sex (But Were Afraid to Ask)
1473,Hide and Seek
1474,Monster
1475,The Damned
1476,The Clan of the Cave Bear
1477,Z
1478,The Libertine
1479,Frankenstein
1480,Name of the Rose
1481,Mishima: A Life in Four Chapters
1482,Taiyo o Nusunda Otoko
1483,Devil's Gate
1484,Anthropophagous
1485,Godzilla: Final Wars
1486,Godzilla: Tokyo SOS
1487,L'Homme de Rio
1488,Backlash
1489,Warlock
1490,Hotel Terminus: The Life and Times of Klaus Barbie
1491,Les liaisons dangereuses
1492,Dirty Dancing
1493,Cinderella
1494,SuperBabies: Baby Geniuses 2
1495,Jackie Brown
1496,Shatranj Ke Khiladi
1497,Laurel Canyon
1498,Metroland
1499,Tom Jones
1500,Terminator 3: Rise of the Machines
1501,City of God
1502,Captain Blood
1503,Celebrity
1504,Idiot's Delight
1505,Morning Glory
1506,Morocco
1507,Twins
1508,Leo
1509,Cowboy Bebop: The Movie
1510,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?
1511,Papillon
1512,The Grifters
1513,The Dead
1514,The Blue Lagoon
1515,Blind Date
1516,The English Patient
1517,The Three Musketeers
1518,Shivers
1519,The Civil War
1520,Kiss the Girls
1521,Chain Reaction
1522,Resident Evil
1523,Road Trip
1524,Mockingbird Don't Sing
1525,Air America
1526,Antwone Fisher
1527,Anacondas: The Hunt for the Blood Orchid
1528,Hidalgo
1529,Yu-Gi-Oh! The Movie: Pyramid of Light
1530,The Hostage
1531,Freedomland
1532,Twisted
1533,L'homme du train
1534,"""From Time to Time""/""De Temps en Temps"""
1535,Piglet's Big Movie
1536,Pooh's Heffalump Movie
1537,Young Adam
1538,Circus
1539,Industrial Symphony No. 1
1540,Hud
1541,Mr. Mike's Mondo Video
1542,The Killer
1543,The Land Girls
1544,U-571
1545,Child's Play
1546,Tom & Viv
1547,Holocaust
1548,Look Who's Talking
1549,Wayne's World
1550,Urban Legend
1551,Flash Gordon
1552,Flash Gordon's Trip to Mars
1553,Alice
1554,Battle Royale
1555,Serendipity
1556,Tennessee's Partner
1557,Smoke Signals
1558,Moulin Rouge
1559,The Sand Pebbles
1560,Carnal Knowledge
1561,Viva Zapata!
1562,Lust for Life
1563,James and the Giant Peach
1564,Nobody's Perfect
1565,The Crucible
1566,Poor Little Rich Girl
1567,Coquette
1568,Ramona
1569,Three Colors: Blue
1570,Clockwise
1571,She's Gotta Have It
1572,Trinity
1573,Orlando
1574,Dead Calm
1575,Candyman
1576,"Truly, Madly, Deeply"
1577,Woodstock
1578,The Magician
1579,Birdy
1580,D.O.A.
1581,Day of the Dead
1582,For Love or Country: The Arturo Sandoval Story
1583,Time After Time
1584,The Pillow Book
1585,The Shaggy Dog
1586,Raw Deal
1587,Mary Shelley's Frankenstein
1588,Miranda
1589,God's Army
1590,Screamers
1591,Ji¶nssonligans sti¶rsta kupp
1592,Zapata: El suei±o de un heroe
1593,Beowulf
1594,Lady Jane
1595,Body Double
1596,Foreign Correspondent
1597,Pitch
1598,The Belles of St Trinian's
1599,Safety Last!
1600,"What's Opera, Doc?"
1601,Knock Knock
1602,Porky's Hare Hunt
1603,It's a Very Merry Muppet Christmas Movie
1604,Team America: World Police
1605,The Yearling
1606,Journey to the Center of the Earth
1607,The Tell-Tale Heart
1608,Secrets & Lies
1609,Selena
1610,Police Story
1611,"Augustin, King of Kung-Fu"
1612,Clean
1613,The Best Man
1614,Gidget
1615,Class
1616,Ghost in the Shell 2: Innocence
1617,Child's Play 3
1618,Harvey
1619,Vertigo
1620,Herbie: Fully Loaded
1621,Jailhouse Rock
1622,The Getaway
1623,Mr. Majestyk
1624,Multiplicity
1625,Green Card
1626,Scum
1627,Frantic
1628,My Left Foot
1629,Baby's Day Out
1630,The River
1631,To Each His Own
1632,Remo Williams: The Adventure Begins
1633,Bridget Jones: The Edge of Reason
1634,Resurrection
1635,Our Town
1636,Quatermass and the Pit
1637,Blood from the Mummy's Tomb
1638,"Reuben, Reuben"
1639,The Hobbit
1640,Total Eclipse
1641,Poison Ivy
1642,The Cheetah Girls
1643,Square Dance
1644,The Rehearsal
1645,Rebecca
1646,"To Sir, with Love"
1647,Swimming Pool
1648,Alien3
1649,A Hard Day's Night
1650,Bells Are Ringing
1651,Johnny Mnemonic
1652,Georgia
1653,Beloved
1654,Gerry
1655,Spirit: Stallion of the Cimarron
1656,San Francisco
1657,Override
1658,La Bamba
1659,Rabbit Test
1660,The Heartbreak Kid
1661,Hawmps!
1662,Teddy Bear
1663,The Cruise
1664,Buster
1665,Blueprint
1666,Anatomy
1667,Creep
1668,Thirteen Days
1669,"Yours, Mine and Ours"
1670,Anne of Green Gables: The Continuing Story
1671,Life Is Sweet
1672,Crossfire
1673,Swingers
1674,Sabotage
1675,The Lodger: A Story of the London Fog
1676,Fanny
1677,The Tales of Hoffmann
1678,The Red Shoes
1679,The Gun in Betty Lou's Handbag
1680,Godfather
1681,Rick
1682,I Want to Live!
1683,Claudine
1684,Bushido Blade
1685,Merlin's Shop of Mystical Wonders
1686,Ice Station Zebra
1687,My Cousin Rachel
1688,Gloria
1689,Ginger Snaps
1690,If...
1691,Sisters
1692,"Cousin, cousine"
1693,Getting Any?
1694,The Fisher King
1695,Kanao
1696,The Morning After
1697,Pandemonium
1698,Bat*21
1699,The Brothers Karamazov
1700,Mambo Italiano
1701,The Power and the Glory
1702,Test Pilot
1703,Northwest Passage
1704,Tortilla Flat
1705,Adam's Rib
1706,In My Father's Den
1707,American Girl
1708,Saboteur
1709,Bed & Board
1710,The Witness
1711,Cops
1712,"Sherlock, Jr."
1713,Steamboat Bill Jr.
1714,Film
1715,The General
1716,Lone Star
1717,Lara Croft: Tomb Raider
1718,Shine
1719,Dumb & Dumberer
1720,Wishmaster
1721,Ace Ventura: Pet Detective
1722,Miracle Mile
1723,Liebestraum
1724,Patch Adams
1725,Concrete
1726,Blue
1727,Carrington V.C.
1728,Battle of the Bulge
1729,"No Retreat, No Surrender"
1730,Snake & Crane Arts of Shaolin
1731,Who Am I?
1732,Snake in the Eagle's Shadow
1733,Armour of God II: Operation Condor
1734,Lovin' Molly
1735,A Tale of Two Cities
1736,Night of the Living Dead
1737,The Hills Have Eyes
1738,Broadcast News
1739,Immortel
1740,Foxfire
1741,White Fang
1742,Colossus: The Forbin Project
1743,"Ghidorah, the Three-Headed Monster"
1744,Pee-wee's Big Adventure
1745,Blue Murder at St Trinian's
1746,Gentleman's Agreement
1747,Accident
1748,The Devil's Holiday
1749,Patterns
1750,Rangeela
1751,Breakin' All the Rules
1752,42nd Street
1753,"Happy Birthday, Wanda June"
1754,The Bells of St. Mary's
1755,Vincent
1756,Dr. T & the Women
1757,National Lampoon's Van Wilder
1758,The Naked Gun 2 1/2: The Smell of Fear
1759,Prince of Darkness
1760,Aimee & Jaguar
1761,Incubus
1762,BMX Bandits
1763,The Pied Piper
1764,Over the Edge
1765,Night Shift
1766,Rock 'n' Roll High School
1767,The Little Rascals
1768,The Farmer's Wife
1769,Missing
1770,Tomcats
1771,Good Morning
1772,The Great Escape II: The Untold Story
1773,The Games
1774,Camille Claudel
1775,From Time to Time
1776,The Cheat
1777,The King of Comedy
1778,Hitler: The Last Ten Days
1779,Yu Yu Hakusho: Poltergeist Report
1780,L'avventura
1781,Cannibal! The Musical
1782,8Â½
1783,Nam's Angels
1784,Silsila
1785,Berkeley Square
1786,The Story of G.I. Joe
1787,King of Hearts
1788,"Smash-Up, the Story of a Woman"
1789,Dunkirk
1790,New York Minute
1791,Under My Skin
1792,Dangerous Curves
1793,The First $20 Million Is Always the Hardest
1794,Lorenzo's Oil
1795,Romance
1796,Bulldog Drummond
1797,Arrowsmith
1798,Condemned
1799,Central do Brasil
1800,Don't Knock the Rock
1801,Dr. Who and the Daleks
1802,Pandaemonium
1803,Batoru rowaiaru II: Chinkonka
1804,Holiday
1805,Somebody Up There Likes Me
1806,Sleeping with the Enemy
1807,Helter Skelter
1808,"Que i Isso, Companheiro?"
1809,The R.M.
1810,Thirteen
1811,Chance
1812,Anywhere But Here
1813,Puss in Boots
1814,Beaches
1815,Seduction: The Cruel Woman
1816,Millennium
1817,King: a Filmed Record...Montgomery To Memphis
1818,Kama Sutra: A Tale of Love
1819,"Distant Voices, Still Lives"
1820,The Big Kahuna
1821,Ran
1822,Inferno
1823,Out of Africa
1824,"Hips, Hips, Hooray!"
1825,Real Life
1826,Trial
1827,"The Line, the Cross and the Curve"
1828,The Human Condition
1829,Kwaidan
1830,Sorcerer
1831,Scott of the Antarctic
1832,Babe: Pig in the City
1833,Casualties of Love: The Long Island Lolita Story
1834,Abraham Lincoln
1835,Disraeli
1836,Kes
1837,Algiers
1838,Bombay
1839,Jeans
1840,The Miracle of Morgan's Creek
1841,It's All About Love
1842,Ilsa: She-Wolf of the SS
1843,The Testaments: Of One Fold and One Shepherd
1844,Rigoletto
1845,Afterglow
1846,Days of Wine and Roses
1847,Walkabout
1848,High Fidelity
1849,Love Me Tender
1850,Bagdad
1851,Justice
1852,Turkish Delight
1853,Mr. Magoo's Christmas Carol
1854,With a Song in My Heart
1855,Cube
1856,Rabbit-Proof Fence
1857,Tron
1858,Class Action
1859,Pi
1860,The Lady Vanishes
1861,Berserker
1862,The Motorcycle Diaries
1863,"Faster, Pussycat! Kill! Kill!"
1864,Ulysses
1865,Pandora's Box
1866,L'ige d'Or
1867,Baywatch: Hawaiian Wedding
1868,Diamond Head
1869,Â¡itame!
1870,Ecstasy
1871,Snow White
1872,After Life
1873,Distance
1874,The Gate
1875,M. Butterfly
1876,Knots Landing: Back to the Cul-de-Sac
1877,Dracula: Dead and Loving It
1878,The Face Behind the Mask
1879,The Price of Milk
1880,Stalingrad
1881,Gray's Anatomy
1882,The Adventures of Robinson Crusoe
1883,Who's That Girl?
1884,Puppet Master
1885,London After Midnight
1886,The Enforcer
1887,Godzilla 2000: Millennium
1888,The Mother
1889,Godzilla vs. the Sea Monster
1890,Black Sabbath
1891,Omagh
1892,The Great St Trinian's Train Robbery
1893,Hullabaloo
1894,Wasabi
1895,Hawks
